Ground_truth Keywords,Extracted Keywords,Precision,Recall,F1-score,n_gt_keywords,n_extraced_leywordsP@5,R@5,F@5,P@10,R@10,F@10,P@15,R@15,F@15,NDCG,MAP
"['special collections', 'small academic library', 'case study', 'acquisitions policies']","['academic', 'decisions', 'collections', 'small academic', 'changes', 'library', 'decisions decisions', 'small', 'special', 'special collections', 'department', 'academic library', 'decisions tale', 'department adapted', 'collections small', 'collections department', 'department small', 'collections acquired', 'case study', 'changes occurred', 'changes department', 'described looks', 'case', 'adapted raises', 'adapted', 'acquisitions policies', 'acquisitions', 'acquired developed', 'acquired', 'academic environment', 'described', 'years described', 'developed', 'developed years', 'tale special', 'tale', 'study special', 'study', 'raises questions', 'raises', 'questions development', 'questions', 'procedures', 'policies procedures', 'policies', 'occurred academic', 'occurred', 'looks changes', 'looks', 'library collections', 'library case', 'environment effect', 'environment', 'effect changes', 'effect', 'development acquisitions', 'years', 'development']",0.05172413793103448,0.75,0.0967741935483871,4,58,0.0,0.0,0.0,0.1,0.25,0.14285714285714288,0.06666666666666667,0.25,0.10526315789473685,0.3504747401013155,0.06364455484122346
"['alternative routings', 'flexible manufacturing system', 'dispatching rules', 'finite buffer capacity', 'part mix ratios', 'average flow time']","['routeing', 'alternative', 'average', 'dispatching', 'performance', 'input', 'combined dispatching', 'considered', 'performance measures', 'delay', 'mix ratios', 'mix', 'delay local', 'measures', 'manufacturing', 'changing mix', 'dispatching routeing', 'local input', 'local', 'input buffers', 'effect', 'effect changing', 'evaluation', 'evaluation combined', 'flexible manufacturing', 'combined', 'flexible', 'ratios', 'changing', 'routings', 'alternative routeing', 'results', 'alternative routings', 'strategies', 'average delay', 'routeing strategies', 'buffers', 'average machine', 'best', 'dynamics alternative', 'average flow', 'dynamics', 'dynamic', 'finite', 'addition effect', 'dynamic policy', 'buffer', 'dispatching rules', 'best results', 'discussed performance', 'discussed', 'buffer capacity', 'buffers effect', 'buffers simulation', 'deals evaluation', 'capacity', 'deals', 'considered makespan', 'finite buffer', 'capacity addition', 'considered dispatching', 'utilization average', 'flow', 'routings dynamic', 'ratios discussed', 'ratios significant', 'results indicate', 'results performance', 'routeing dynamics', 'routeing plans', 'routeing policies', 'routings alternative', 'rules', 'policy', 'rules finite', 'significant', 'simulation', 'simulation results', 'strategies flexible', 'strategies performance', 'time', 'time average', 'policy gives', 'policies alternative', 'flow time', 'makespan average', 'gives', 'gives best', 'indicate', 'indicate alternative', 'utilization', 'machine', 'machine utilization', 'makespan', 'manufacturing paper', 'policies', 'manufacturing routeing', 'measures average', 'measures considered', 'paper', 'paper deals', 'performance flexible', 'plans', 'plans considered', 'addition']",0.01904761904761905,0.3333333333333333,0.036036036036036036,6,105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30033614207001935,0.04437635538552971
"['management science', 'spreadsheets', 'quantitative modeling', 'decision support systems']","['ms', 'decision', 'future', 'science', 'spreadsheets', 'decade', 'education', 'educators', 'support', 'decision support', 'management science', 'ms education', 'management', 'lrb', 'delivery vehicle', 'directions', 'directions area', 'lrb ms', 'future paper', 'inventory', 'education suggests', 'inventory current', 'educators consider', 'delivery', 'educators outlook', 'enormous', 'enormous change', 'education brought', 'decision models', 'modeling techniques', 'brighter future', '1990s decade', 'area', 'area decision', 'beginning', 'beginning decade', 'bleak', 'bleak renaissance', 'brighter', 'brought', 'decade somewhat', 'brought use', 'change', 'change management', 'consider', 'consider future', 'current', 'current state', 'decade enormous', 'modeling', 'vehicle quantitative', 'models', 'support systems', 'somewhat', 'somewhat bleak', 'spreadsheets decision', 'spreadsheets primary', 'state', 'state ms', 'suggests', 'suggests promising', 'support 1990s', 'systems', 'models decision', 'systems ms', 'takes', 'takes inventory', 'teaching', 'teaching management', 'techniques', 'techniques resulted', 'use', 'use spreadsheets', 'science spreadsheets', 'science lrb', 'rrb educators', 'rrb', 'vehicle', 'ms educators', 'ms rrb', 'new', 'new directions', 'outlook', 'outlook beginning', 'paper', 'paper takes', 'primary', 'primary delivery', 'promising', 'promising new', 'quantitative', 'quantitative modeling', 'renaissance', 'renaissance ms', 'resulted', 'resulted brighter', '1990s']",0.030927835051546393,0.75,0.05940594059405941,4,97,0.2,0.25,0.22222222222222224,0.1,0.25,0.14285714285714288,0.13333333333333333,0.5,0.2105263157894737,0.3935649435283687,0.09485911731861658
"['equilibrium model', 'industry evolution']","['industry', 'model', 'computer', 'computer industry', 'personal', 'personal computer', 'life cycle', 'patterns', 'evolution', 'studies', 'cycle', 'life', 'quality', 'filson lrb', 'filson', 'using historical', 'explains peculiar', 'firm numbers', 'explains', 'explained previous', 'firm', 'improvements personal', 'historical', 'historical studies', 'improvements', 'industries', 'industries paper', 'industry evolution', 'industry filson', 'industry level', 'industry new', 'explained', 'evaluated using', 'evolution personal', 'development described', '2001 rrb', 'cost', 'cost improvements', 'cycle industry', 'cycle models', 'data', 'data firm', 'described', 'development', 'effects', 'evolution estimate', 'effects quality', 'equilibrium', 'equilibrium model', 'estimate', 'estimate nature', 'estimates', 'estimates evaluated', 'evaluated', 'industry shows', 'industry patterns', 'level data', 'innovations', 'quantity quality', 'price', 'price quantity', 'process', 'process innovations', 'product', 'product process', 'quality cost', 'quality equilibrium', 'quantity', 'require', 'previous', 'require model', 'rrb', 'rrb uses', 'shows', 'shows model', 'studies evolution', 'studies personal', 'uses', 'uses industry', 'previous life', 'peculiar patterns', 'innovations life', 'models model', 'level', 'using', 'lrb', 'lrb 2001', 'model development', 'model estimates', 'model explains', 'model industry', 'models', 'nature', 'peculiar', 'nature effects', 'new', 'new industries', 'numbers', 'numbers price', 'paper', 'paper studies', 'patterns explained', 'patterns require', '2001']",0.019230769230769232,1.0,0.03773584905660378,2,104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2180497966789759,0.019230769230769232
"['information architecture', 'information architects', 'communal infrastructure', 'local professional groups']","['information', 'information architecture', 'architecture', 'ia', 'field', 'forms', 'definition', 'definition information', 'degree', 'degree granting', 'difficult', 'difficult times', 'enable', 'enable stabilize', 'field information', 'field mislabeled', 'granting', 'forms communal', 'considered', 'granting academic', 'group', 'group building', 'groups', 'groups degree', 'grow', 'grow difficult', 'headed', 'headed argue', 'considered field', 'consider field', 'ia rrb', 'architecture actually', 'academic programs', 'accepted', 'accepted definition', 'achieved', 'achieved beachhead', 'actually', 'actually practicing', 'ahead', 'ahead bit', 'architects', 'architects probably', 'architecture looking', 'consider', 'architecture lrb', 'argue', 'argue new', 'beachhead', 'beachhead enable', 'bit', 'bit strange', 'building', 'building various', 'communal', 'communal infrastructure', 'ia journal', 'widely accepted', 'widely', 'information architects', 'profession', 'profession achieved', 'professional', 'professional groups', 'programs', 'programs profession', 'ranging', 'ranging ia', 'resources', 'resources passel', 'rrb', 'rrb headed', 'self', 'self organizing', 'stabilize', 'stabilize grow', 'strange', 'strange consider', 'thousands', 'thousands vibrant', 'times', 'various', 'various forms', 'vibrant', 'vibrant group', 'probably number', 'probably', 'practicing information', 'lrb ia', 'infrastructure', 'infrastructure ranging', 'journal', 'journal self', 'library', 'library resources', 'local', 'local professional', 'looking', 'looking ahead', 'lrb', 'means', 'practicing', 'means widely', 'mislabeled', 'mislabeled means', 'new', 'new considered', 'number', 'number thousands', 'organizing', 'organizing library', 'passel', 'passel local', 'academic']",0.02631578947368421,0.75,0.05084745762711864,4,114,0.2,0.25,0.22222222222222224,0.1,0.25,0.14285714285714288,0.06666666666666667,0.25,0.10526315789473685,0.4213666238269113,0.10518688024408848
"['sliding mode control', 'switching variable', 'parameter variations', 'moving switching line', 'discrete output feedback', 'fast output sampling feedback', 'state feedback']","['switching', 'line', 'switching line', 'sliding', 'feedback', 'moving', 'moving switching', 'output', 'use', 'systems', 'reaching', 'sliding mode', 'control', 'using', 'mode control', 'mode', 'output feedback', 'discrete output', 'phase', 'order systems', 'reaching phase', 'initial conditions', 'order', 'obtained', 'initial', 'feedback sliding', 'second', 'approach', 'second order', 'discrete', 'conditions', 'using moving', 'designed', 'control main', 'law', 'control systems', 'law approach', 'control second', 'line approach', 'line initially', 'line low', 'line paper', 'line reaching', 'line technique', 'contributions', 'contributions work', 'known', 'low', 'low sensitivity', 'conditions subsequently', 'conditions known', 'lrb', 'lrb smcs', 'main', 'main contributions', 'approach sliding', 'approach design', 'known sensitive', 'initially designed', 'disturbances', 'controller', 'designing controller', 'designing', 'disturbances reaching', 'drawback', 'drawback eliminated', 'eliminated', 'eliminated using', 'extraneous', 'extraneous disturbances', 'fast', 'fast output', 'designed pass', 'make use', 'designed independent', 'feedback guarantees', 'guarantees', 'guarantees sliding', 'idea', 'idea moving', 'independent', 'independent initial', 'design discrete', 'design', 'controller using', 'initially', 'make', 'work require', 'makes', 'sensitivity', 'shortening', 'shortening reaching', 'similar', 'similar obtained', 'simulation', 'simulation results', 'sliding motion', 'smcs', 'smcs rrb', 'state', 'state feedback', 'states', 'states makes', 'subsequently', 'subsequently moved', 'switching variable', 'systems drawback', 'systems lrb', 'systems moving', 'technique', 'technique switching', 'use idea', 'use output', 'use states', 'using state', 'variable', 'variable designed', 'variations', 'variations extraneous', 'sensitivity obtained', 'sensitive parameter', 'makes use', 'sensitive', 'motion', 'motion similar', 'moved', 'moved predetermined', 'work', 'obtained using', 'output samples', 'output sampling', 'paper', 'paper make', 'parameter', 'parameter variations', 'pass', 'pass initial', 'phase second', 'phase simulation', 'predetermined', 'predetermined switching', 'reaching law', 'require', 'require use', 'results', 'results fast', 'rrb', 'rrb switching', 'samples', 'samples designing', 'sampling', 'sampling feedback', 'obtained shortening']",0.0196078431372549,0.42857142857142855,0.0375,7,153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27980848120602336,0.03388106835090724
"['design to cost system', 'innovative product development', 'product cost modelling', 'design for automation', 'material selection module', 'process optimization module', 'design for assembly module', 'cost estimation module', 'user interface', 'machining', 'injection moulding', 'process planning']","['design', 'cost', 'product', 'module', 'based', 'developed', 'machining', 'processes', 'lrb', 'selection', 'technique', 'assembly', 'process', 'estimation', 'cost estimation', 'rrb', 'manufacturing', 'modelling', 'product cost', 'feature', 'features', 'feature feature', 'feature cost', 'injection', 'feasibility technique', 'function', 'injection moulding', 'feasibility', 'estimation report', 'estimation module', 'estimating product', 'estimating', 'features high', 'generate', 'initial process', 'function estimating', 'including generation', 'improvement suggestions', 'initial', 'improvement', 'highlight features', 'highlight', 'high manufacturing', 'high', 'generation selection', 'generation', 'generated using', 'generated', 'economical', 'generate initial', 'including', 'economical assembly', 'validate developed', 'early design', 'based lrb', 'comprises computer', 'comprises', 'case studies', 'case', 'cad rrb', 'cad', 'based product', 'based design', 'computer aided', 'automation early', 'automation', 'assembly technique', 'assembly module', 'aided design', 'aided', 'addition feature', 'computer', 'considered', 'early', 'design improvement', 'development presents', 'development', 'innovative product', 'developed main', 'developed comprises', 'design stage', 'design lrb', 'design feasibility', 'considered developed', 'design cost', 'design automation', 'design assembly', 'cost modelling', 'cost innovative', 'cost generate', 'cost case', 'innovative', 'knowledge based', 'interface', 'recommend', 'rule based', 'rule', 'rrb solid', 'rrb process', 'report generated', 'report', 'recommend economical', 'provide design', 'selection module', 'provide', 'prototype object', 'prototype', 'proposed highlight', 'proposed', 'product provide', 'product development', 'selection machining', 'sequence', 'processes machining', 'technique addition', 'using proposed', 'using', 'user interface', 'user', 'used validate', 'used', 'technique product', 'suggestions based', 'sequence machining', 'suggestions', 'studies used', 'studies', 'stage developed', 'stage', 'solid modelling', 'solid', 'processes sequence', 'processes considered', 'interface manufacturing', 'machining processes', 'modelling design', 'material selection', 'material', 'manufacturing processes', 'manufacturing cost', 'main function', 'main', 'machining parameters', 'module cost', 'machining injection', 'lrb kbs', 'lrb cad', 'validate', 'knowledge', 'kbs rrb', 'kbs', 'modelling material', 'module design', 'process planning', 'oriented rule', 'process optimization', 'presents prototype', 'presents', 'planning including', 'planning', 'parameters recommend', 'parameters', 'oriented', 'module knowledge', 'optimization module', 'optimization', 'object oriented', 'object', 'moulding processes', 'moulding', 'module user', 'addition']",0.023255813953488372,0.3333333333333333,0.04347826086956522,12,172,0.0,0.0,0.0,0.1,0.08333333333333333,0.0909090909090909,0.06666666666666667,0.08333333333333333,0.07407407407407407,0.3718504433481081,0.06067506459948321
"['machining frictional boundary conditions', 'fractals', 'aluminium alloy', 'tool rake face', 'cutting speed']","['machining', 'tool', 'geometry', 'fractals', 'contact', 'dimension', 'using', 'using fractals', 'euclidean contact', 'euclidean', 'dimension cutting', 'dimension computed', 'evidence', 'description variation', 'description', 'cutting speed', 'cutting', 'conventional assumptions', 'conventional', 'contact tool', 'contact geometry', 'variation fractal', 'conditions using', 'boundary conditions', 'alloy challenges', 'aluminium', 'aluminium alloy', 'assumptions', 'assumptions geometry', 'boundary', 'challenges', 'examining', 'challenges conventional', 'chip', 'chip interface', 'computed', 'computed description', 'conditions', 'evidence existence', 'experimental', 'examining machining', 'interface machining', 'tool rake', 'tool chip', 'speed explored', 'speed', 'rake face', 'rake', 'presents experimental', 'presents', 'non euclidean', 'non', 'modelled using', 'modelled', 'machining frictional', 'machining aluminium', 'interface', 'existence', 'geometry tool', 'geometry contact', 'frictional boundary', 'frictional', 'fractals presents', 'fractals dimension', 'fractal dimension', 'fractal', 'face modelled', 'face', 'explored', 'experimental evidence', 'variation', 'existence non', 'alloy']",0.0410958904109589,0.6,0.07692307692307691,5,73,0.2,0.2,0.20000000000000004,0.1,0.2,0.13333333333333333,0.06666666666666667,0.2,0.1,0.40991718987790915,0.06810502283105023
"['injection moulding', 'body forces', 'sources', 'boundary value problems']","['sup', 'sources', 'body forces', 'body', 'forces', 'systems', 'forces sources', 'sup rrb', 'lrb sup', 'lrb', 'equations', 'nonlinear', 'rrb', 'sup sup', 'derive', 'non', 'newtonian', 'flows', 'non newtonian', 'boundary', 'problems', 'boundary value', 'nonisothermal non', 'presence body', 'presence', 'value', 'value problems', 'nonisothermal', 'formal', 'flows presence', 'formal derivation', 'general mathematical', 'formulation', 'formulation includes', 'general', 'gradient', 'gradient body', 'hele', 'hele shaw', 'includes', 'includes pressure', 'flows dimensional', 'weak solutions', 'existence weak', 'existence', 'arising nonisothermal', 'associated', 'associated resulting', 'basic', 'basic equations', 'certain', 'certain boundary', 'darcy', 'darcy law', 'derivation', 'derivation systems', 'derive nonlinear', 'derive systems', 'dimensional', 'dimensional domain', 'domain', 'domain derive', 'effect', 'effect systems', 'initial boundary', 'equations injection', 'equations lrb', 'equations nonisothermal', 'initial', 'mathematical setting', 'injection', 'solutions', 'resulting', 'resulting equations', 'role', 'role nonlinearity', 'rrb general', 'rrb lrb', 'rrb presence', 'setting', 'shaw', 'shaw flows', 'solutions certain', 'injection moulding', 'sources body', 'sources nonlinear', 'sources paper', 'sources play', 'starting', 'starting basic', 'systems arising', 'systems derive', 'systems equations', 'systems lrb', 'prove existence', 'prove', 'problems initial', 'problems associated', 'later', 'later prove', 'law', 'law formulation', 'mathematical', 'weak', 'moulding', 'moulding starting', 'newtonian flows', 'newtonian hele', 'nonlinear darcy', 'nonlinear effect', 'nonlinear systems', 'nonlinearity', 'nonlinearity later', 'paper', 'paper formal', 'play', 'play role', 'pressure', 'pressure gradient', 'arising']",0.025,0.75,0.048387096774193554,4,120,0.4,0.5,0.4444444444444445,0.2,0.5,0.28571428571428575,0.13333333333333333,0.5,0.2105263157894737,0.4637781619347043,0.1573716056670602
"['bounded rationality', 'decision making', 'rational thinking', 'emotion']","['kaufman', 'emotional arousal', 'emotional', 'arousal', 'bounded rationality', 'bounded', 'rationality', 'emotions', 'high', 'high emotional', 'source bounded', 'source', 'contrasted emotion', 'constraints high', 'contrasted', 'decision making', 'constraints', 'decision', 'violent force', 'doing', 'doing kaufman', 'effects', 'connection', 'effects emotions', 'emotion', 'emotion reason', 'connection high', 'cognitive', 'comment kaufman', 'article', '1999 rrb', 'additional', 'additional source', 'aims', 'aims challenge', 'arousal decision', 'arousal doing', 'arousal source', 'article lrb', 'comment', 'bruce', 'bruce kaufman', 'challenge', 'challenge kaufman', 'claiming', 'claiming emotions', 'emotions violent', 'cognitive constraints', 'emotions bounded', 'force hindering', 'following', 'rrb', 'rational thinking', 'rationality cognitive', 'rationality comment', 'rationality objective', 'reason', 'reason claiming', 'regarding', 'regarding connection', 'rrb emotional', 'present additional', 'thinkers', 'thinkers contrasted', 'thinking', 'thinking paper', 'tradition', 'tradition thinkers', 'unidimensional', 'unidimensional idea', 'rational', 'present', 'following long', 'kaufman following', 'force', 'violent', 'hindering', 'hindering rational', 'idea', 'idea regarding', 'kaufman article', 'kaufman bruce', 'kaufman unidimensional', 'paper aims', 'long', 'long tradition', 'lrb', 'lrb 1999', 'making', 'objective', 'objective present', 'paper', '1999']",0.043010752688172046,1.0,0.08247422680412372,4,93,0.2,0.25,0.22222222222222224,0.1,0.25,0.14285714285714288,0.06666666666666667,0.25,0.10526315789473685,0.38544408851493434,0.06797235023041474
"['librarian', 'underground poetry', 'publishing', 'library collections', 'literature', 'culture']","['poetry', 'underground poetry', 'underground', 'world underground', 'focus', 'encounter', 'encounter underground', 'encountered', 'encountered unique', 'immersion', 'focus accompanying', 'discussed', 'immersion local', 'important', 'important role', 'including', 'discussed acquisitions', 'difficulties', 'difficulties encountered', 'introduced', 'culture discussed', 'culture', 'collections proposed', 'collections', 'collecting poetry', 'collecting', 'action', 'acquisitions difficulties', 'acquisitions', 'acquiring underground', 'acquiring', 'accompanying action', 'including total', 'librarian', 'introduced strategies', 'world', 'unique publishing', 'unique', 'total immersion', 'total', 'strategies acquiring', 'strategies', 'role poetry', 'role', 'publishing world', 'publishing', 'proposed including', 'proposed', 'powerful encounter', 'powerful', 'poetry literature', 'poetry library', 'poetry librarian', 'poetry introduced', 'poetry important', 'poetry collecting', 'local focus', 'local', 'literature culture', 'literature', 'library collections', 'library', 'librarian powerful', 'accompanying']",0.09375,1.0,0.17142857142857143,6,64,0.2,0.16666666666666666,0.1818181818181818,0.1,0.16666666666666666,0.125,0.06666666666666667,0.16666666666666666,0.09523809523809522,0.49736982974536137,0.13368055555555555
"['operations research', 'nonlinear programming']","['planning', 'problems', 'formulated', 'campaign goods', 'goods services', 'planning advertising', 'campaign', 'goods', 'advertising campaign', 'advertising', 'services', 'basis', 'constraints formulated', 'generalization mathematical', 'generalization', 'framework approach', 'framework', 'formulated basis', 'corresponding nonlinear', 'corresponding', 'constraints', 'basis presented', 'considered corresponding', 'considered', '2001 rrb', 'approach', 'belenky lrb', 'approach planning', 'belenky', 'services generalization', 'linear constraints', 'linear', 'optimization planning', 'rrb framework', 'rrb', 'research problems', 'research', 'programming problems', 'programming', 'problems linear', 'problems formulated', 'presented belenky', 'presented', 'optimization', 'services considered', 'operations research', 'operations', 'nonlinear programming', 'nonlinear', 'model operations', 'model', 'mathematical model', 'mathematical', 'lrb 2001', 'lrb', '2001']",0.03571428571428571,1.0,0.0689655172413793,2,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24840939032831835,0.03571428571428571
"['management science', 'modeling', 'numeracy skills', 'formal models', 'decision analysis']","['skills', 'science', 'management science', 'management', 'students', 'modeling', 'sophisticated', 'teach', 'basic', 'modeling skills', 'foundation', 'foundation prepared', 'hierarchy', 'formal models', 'framework', 'framework plan', 'group', 'formal', 'group students', 'fact students', 'heart', 'heart management', 'years lrb', 'hierarchy modeling', 'hypothesis', 'hypothesis radical', 'fact', 'impressive array', 'logically', 'logically formal', 'lrb', 'lrb optimization', 'mba', 'mba similar', 'modeling management', 'models', 'impressive', 'essay', 'essay discusses', 'necessary', 'acquire sophisticated', 'analysis', 'analysis queuing', 'array', 'array tools', 'art', 'art reasoning', 'arts', 'arts working', 'basic modeling', 'basic skills', 'believe', 'believe necessary', 'best', 'best time', 'built', 'built years', 'courses', 'courses occasional', 'decision', 'decision analysis', 'discusses', 'discusses effectively', 'effectively', 'effectively teach', 'employ', 'employ management', 'models believe', 'needed employ', 'necessary group', 'sophisticated management', 'science paper', 'science skills', 'science students', 'similar', 'similar programs', 'simulation', 'simulation decision', 'skills fact', 'skills foundation', 'skills framework', 'skills needed', 'skills numeracy', 'skills sophisticated', 'sophisticated skills', 'science essay', 'students basic', 'students mba', 'students teach', 'teach basic', 'teach management', 'teaching', 'teaching modeling', 'time', 'time practitioners', 'tools', 'tools built', 'working', 'working hypothesis', 'science impressive', 'rrb art', 'needed', 'practitioners arts', 'years', 'numeracy', 'numeracy skills', 'occasional', 'occasional practitioner', 'optimization', 'optimization simulation', 'paper', 'paper present', 'plan', 'plan courses', 'practitioner', 'practitioners', 'prepared', 'rrb', 'prepared acquire', 'present', 'present hierarchy', 'programs', 'programs best', 'proposition', 'proposition heart', 'queuing', 'queuing rrb', 'radical', 'radical proposition', 'reasoning', 'reasoning logically', 'acquire']",0.03787878787878788,1.0,0.07299270072992702,5,132,0.2,0.2,0.20000000000000004,0.2,0.4,0.26666666666666666,0.2,0.6,0.3,0.47813475703311104,0.1393939393939394
"['navigational aid', 'information interactivity']","['information', 'architecture', 'information architecture', 'content', 'information interactivity', 'user', 'information interaction', 'interaction', 'model', 'content information', 'interactivity', 'illustrating', 'framework', 'framework information', 'important supporting', 'illustrating context', 'important', 'elaborates', 'includes', 'includes user', 'information information', 'elaborates model', 'user content', 'crosses man', 'articulating', 'aid content', 'architecture blueprint', 'architecture information', 'architecture performs', 'article', 'article elaborates', 'articulating model', 'crosses', 'blueprint', 'blueprint navigational', 'computer', 'computer articulating', 'content illustrating', 'context', 'context information', 'interacting', 'information rich', 'role', 'process', 'process people', 'providing', 'providing framework', 'rich', 'rich systems', 'role information', 'user computer', 'supporting', 'supporting role', 'systems', 'systems information', 'use', 'use interacting', 'performs important', 'performs', 'people use', 'people', 'navigational aid', 'navigational', 'model information', 'model includes', 'man land', 'man', 'land user', 'land', 'interactivity crosses', 'interactivity article', 'interaction providing', 'interaction process', 'interacting content', 'aid']",0.02666666666666667,1.0,0.05194805194805195,2,75,0.2,0.5,0.28571428571428575,0.1,0.5,0.16666666666666669,0.06666666666666667,0.5,0.11764705882352941,0.3154118593842316,0.05878787878787879
"['science', 'technology', 'medicine', 'rare materials', 'policy formation', 'basic reference tools', 'collection development']","['history science', 'science', 'history', 'materials', 'materials history', 'medicine', 'acquiring', 'science technology', 'technology medicine', 'technology', 'beginner', 'fields', 'endeavor', 'development acquisitions', 'development', 'detailed advice', 'detailed', 'collection development', 'collection', 'beginner fields', 'basis success', 'focus', 'basis', 'basic reference', 'basic', 'article provides', 'article', 'advice acquiring', 'advice', 'acquisitions necessary', 'acquisitions', 'acquiring new', 'acquiring materials', 'fields focus', 'focus policy', 'reference tools', 'formation', 'reference', 'rare materials', 'rare', 'provides detailed', 'provides', 'print rare', 'print', 'policy formation', 'policy', 'new print', 'new', 'necessary basis', 'necessary', 'methods collection', 'methods', 'medicine beginner', 'medicine article', 'success', 'success endeavor', 'tools', 'formation basic', 'tools methods']",0.1016949152542373,0.8571428571428571,0.18181818181818182,7,59,0.2,0.14285714285714285,0.16666666666666666,0.3,0.42857142857142855,0.3529411764705882,0.2,0.42857142857142855,0.27272727272727276,0.5877080610469113,0.18882163034705407
"['simulating rainfall', 'crop production modeling', 'covariance matrix', 'rainfall records', 'rainfall data', 'spatial correlation', 'multivariate normal distribution']","['rainfall', 'spatial', 'correlation', 'meteorological', 'stations', 'district', 'long', 'records', 'wards', 'spatial correlation', 'term', 'temporal correlation', 'temporal', 'surrounding', 'dekads', 'station', 'given', 'distribution', 'small', 'crop', 'long term', 'meteorological stations', 'production', 'methodology', 'parameters', 'negligible', 'number', 'crop production', '30', 'correlation negligible', 'available', 'correlation wards', 'limited', 'matrix derived', 'matrix', 'maize small', 'maize', 'long time', 'areas', 'areas long', 'log transformed', 'log', 'limited number', 'larger simulation', 'mean standard', 'larger', 'intra seasonal', 'intra', 'interpolation process', 'interpolation', 'interpolated surrounding', 'interpolated', 'includes crop', 'includes', 'groundnuts limited', 'mean', 'measure', 'grains groundnuts', 'modeled', '30 related', 'negligible temporal', 'negligible rainfall', '30 wards', 'multivariate normal', 'multivariate', 'modeling southern', 'modeling', 'modeled using', '36', 'model food', 'measure used', 'model', 'methodology simulating', 'methodology developed', '36 dekads', 'africa', 'africa paper', 'meteorological station', 'meteorological records', 'analysis', 'analysis rainfall', 'groundnuts', 'grains', 'covariance', 'given station', 'describes methodology', 'climatic records', 'describes', 'derived distance', 'component', 'derived', 'dekads year', 'dekads set', 'component yields', 'dekadly rainfall', 'dekadly', 'dekad cross', 'dekad', 'data stations', 'data', 'consisting', 'cross validation', 'cross', 'consisting 30', 'correlated', 'correlated rainfall', 'correlation structure', 'covariance matrix', 'developed', 'developed useful', 'deviation', 'district zimbabwe', 'given dekad', 'available small', 'forms larger', 'forms', 'food district', 'food', 'estimated rainfall', 'estimated', 'drawn distribution', 'drawn', 'district suggests', 'climatic', 'district long', 'neighbouring stations', 'distribution simulate', 'distribution consisting', 'available surrounding', 'characterized', 'distance measure', 'distance', 'deviation interpolated', 'characterized mean', 'neighbouring', 'zimbabwe includes', 'normal', 'normal distribution', 'term climatic', 'surrounding meteorological', 'surrounding district', 'suggests interpolation', 'suggests', 'suggested intra', 'suggested', 'structure modeled', 'structure', 'stations suggested', 'stations spatial', 'stations covariance', 'stations available', 'station district', 'station correlated', 'standard deviation', 'standard', 'spatial units', 'spatial rainfall', 'southern africa', 'southern', 'small number', 'small grains', 'situations long', 'situations', 'sites work', 'sites', 'term meteorological', 'time', 'time series', 'ward', 'yields maize', 'yields', 'year characterized', 'year', 'works methodology', 'works', 'work forms', 'work', 'wards ward', 'wards sets', 'wards given', 'ward log', 'variables representing', 'transformed', 'variables', 'validation estimated', 'validation', 'using multivariate', 'using', 'useful situations', 'useful', 'used represent', 'used', 'units areas', 'units', 'transformed rainfall', 'simulator crop', 'simulator', 'simulation model', 'process works', 'rainfall records', 'rainfall parameters', 'rainfall neighbouring', 'rainfall given', 'rainfall dekads', 'rainfall data', 'rainfall 36', 'rainfall 30', 'pronounced spatial', 'pronounced', 'production modeling', 'production component', 'process', 'rainfall simulator', 'preliminary analysis', 'preliminary', 'parameters observed', 'parameters meteorological', 'paper describes', 'paper', 'observed parameters', 'zimbabwe', 'numbers drawn', 'numbers', 'number sites', 'number meteorological', 'rainfall shows', 'rainfall wards', 'simulation', 'seasonal temporal', 'simulating rainfall', 'simulating', 'simulate rainfall', 'simulate', 'shows pronounced', 'shows', 'sets random', 'sets', 'set spatial', 'set', 'series rainfall', 'series', 'seasonal', 'random', 'scarce rainfall', 'scarce', 'representing dekadly', 'representing', 'represent spatial', 'represent', 'related variables', 'related', 'records scarce', 'records preliminary', 'records available', 'random numbers', 'observed']",0.01953125,0.7142857142857143,0.03802281368821293,7,256,0.0,0.0,0.0,0.1,0.14285714285714285,0.11764705882352941,0.06666666666666667,0.14285714285714285,0.09090909090909091,0.31560428812050706,0.033198366555924695
