Ground_truth Keywords,Extracted Keywords,Precision,Recall,F1-score,n_gt_keywords,n_extraced_leywords
"['trademark dispute', 'Uzi Nissan', 'nissan.com Internet domain name', 'global Internet', 'trademark law', 'Nissan Motor Company trademark']","['David v. Goliath', 'Uzi Nissan', 'multimillion-dollar', 'Japan', ""Nissan Motor Co.'s""]",0.2,0.16666666666666666,0.1818181818181818,6,5
"['digital-to-analog converter', 'differential-quad switching', 'direct digital modulation', 'CMOS technology', 'signal-to-noise ratio', '1.5 V', 'high-conversion-rate DAC', 'high-resolution DAC', 'oversampling DAC', 'SNR', '0.8 micron']","['DAC', '0.8- mu m', '11', '100', 'MSamples/s', '6', '1 GSamples', '1.5']",0.0,0.0,0,11,8
"['diffraction limit', 'circular mask', 'mask', 'periodic rectangular apertures array', 'periodic rectangular apertures', 'periodic apertures', 'pinhole cameras', 'coded imaging systems', 'optical information processing', 'high resolution', 'infinite depth of focus', 'broad frequency spectra', 'visible light', 'gamma rays', 'far-field diffraction', 'single aperture', 'far-field diffraction formula', 'multiaperture mask', 'near-field diffraction', 'convolution', 'circular mask diffraction', 'arbitrarily shaped apertures', 'x rays']","['First', 'Lommel']",0.0,0.0,0,23,2
"['intestinal microflora', 'host-microflora interactions', 'human intestines', 'molecular methods', 'quantitative theory', 'observing power', 'MIMICS project', 'system complexity', 'microbial ecology', 'parallel computing', 'complex microbial ecosystem']",[],0,0.0,0,11,0
"['equilibrium model', 'industry evolution', 'life-cycle models', 'technological change', 'industry dynamics', 'personal computer market', 'microelectronics', 'PC industry', 'production cost']","['Filson', '2001', 'four']",0.0,0.0,0,9,3
"['formal model', 'computing with words', 'fuzzy automata', 'fuzzy subsets', 'input alphabet', 'extension principle', 'pushdown automata']",[],0,0.0,0,7,0
"['noise effect', 'memory recall', 'dynamical neural network model', 'hippocampus', 'dynamical patterns', 'entorhinal cortex', 'synaptic clefts', 'gate of ion channels', 'stochastic phenomena', 'deterministic noise', 'stochastic noise', 'numerical simulations', 'brain functions', 'synaptic strength', 'inhibitory connection']","['Araki', 'Aihara', '1998', 'two']",0.0,0.0,0,15,4
"['templated zeolite synthesis', 'materials function', 'chemical composition', 'structure directing agent', 'Monte Carlo-like design protocols', 'multi-round protocols', 'a priori information', 'high throughput strategies', 'catalytic activity', 'catalytic selectivity', 'organo-cation template molecules', 'combinatorial methods', 'random energy model', 'figure of merit', 'material discovery', 'small molecule design', 'Voronoi diagram', 'phase-dependent random Gaussian variables', 'Metropolis-type method', 'ligand libraries', 'reflecting boundary conditions']",['Monte Carlo'],0.0,0.0,0,21,1
"['fulfillment', 'publisher', 'request for proposal']",['first'],0.0,0.0,0,3,1
"['PLS-based variant', 'enzymatic acetic acid esters hydrolysis', 'acetylcholinesterase hydrolysis substrates', 'MTD-PLS models', 'fragmental volume descriptors', 'fragmental hydrophobicity descriptors', 'hypermolecule', 'medicinal chemistry synthesis planning', 'minimum topological difference method', 'ligand-receptor interactions mapping', 'chemically intuitive approach', 'steric misfit', 'additive approach', 'intermolecular force categories', 'regression coefficients', 'ligand binding affinity', 'hydrogen bonding', 'polarizabilities', 'statistical model stability']","['PLS', 'MTD', 'T.I. Oprea', 'SAR QSAR Environ', '2001', '12', '75-92', '25', 'MTD', '2/', '0.7', '0.8', 'MTD', 'MTD', 'MTD', 'zero', 'zero', 'MTD']",0.0,0.0,0,19,18
"['one-step digit-set-restricted modified signed-digit adder', 'incoherent correlator', 'shared content-addressable memory', 'symbolic substitution', 'reference digits', 'intermediate carry', 'sum digits', 'minterms', 'system complexity', 'optoelectronic shared content-addressable memory processor', 'addition operation', 'operand length']","['one', 'MSD', '1,0', '0,1', 'one', 'MSD', 'only one']",0.0,0.0,0,12,7
"['convolution-based global simulation', 'millimeter-wave photodetector', 'photomixer', 'convolution-based time-domain approach', 'global photonic-circuit simulation', 'physical device model', 'GaAs', 'optical responsivity', 'bandwidth', 'GaAs MSM photodetector', 'MM-wave embedding circuit']","['GaAs', 'GaAs MSMs']",0.5,0.09090909090909091,0.15384615384615385,11,2
"['emotion', 'bounded rationality', 'rational thinking', 'decision making', 'psychology', 'Yerkes-Dodson law']","[""Bruce Kaufman's"", '1999', 'Kaufman', 'Kaufman']",0.0,0.0,0,6,4
"['level shifter', 'high-voltage drivers', 'high-voltage generator', 'path-gate logic', 'low noise', 'low ripple voltage', 'high coupling-ratio cell technology', 'HV transistor scaling circuit techniques', 'high-density NOR flash memories', 'negative-gate channel-erasing flash memories', 'low operating voltage shifter', 'HV generator']","['two', 'three', 'two', '0.5', '0.5', '15%']",0.0,0.0,0,12,6
"['operations research', 'OR', 'linear inequalities', 'linear programming', 'mixed programming', 'mathematical programming', 'firm potential analysis', 'industrial firms', 'transportation firms', 'agricultural firms', 'large-scale models']",[],0,0.0,0,11,0
"['information system architectures', 'information systems evolution']",['the years'],0.0,0.0,0,2,1
"['Canadian National Site Licensing Project', 'inter-institutional agreement', 'CNSLP', 'research and innovation', 'full-text electronic journals', 'research databases', 'academic libraries', 'information resources', 'electronic scholarly publications']","['January 2000', '64', 'Canada', 'the Canadian National Site Licensing Project (CNSLP', 'three-year', 'CNSLP', 'CNSLP']",0.14285714285714285,0.1111111111111111,0.125,9,7
"['macrocyclic effect', 'complexation', 'crown-ethers', 'alkali cations', 'substructural molecular fragments method', 'stability constants', 'computational models', 'different fragment sets', 'nonlinear fitting equations', 'open-chain analogues', 'linear fitting equations', 'cyclicity descriptor', 'data mining', 'structure-property tool', 'molecular graph decomposition', 'quantitative structure-properties relationship', 'augmented atom', 'TRAIL program', 'statistical parameters', 'thermodynamic parameters']","['The Substructural Molecular Fragments', 'Varnek', 'A. A.', 'Wipff', 'G. J. Chem', '2000', '40', '847-858', 'One hundred forty-seven', '69', '123', '31']",0.0,0.0,0,20,12
"['identification', 'evolving fuzzy rule-based models', 'fuzzy rules', 'noniterative update', 'rule-base structure', 'incremental unsupervised learning', 'ranking', 'informative potential', 'complex processes', 'air-conditioning component modeling', 'adaptive nonlinear control', 'fault detection', 'fault diagnostics', 'performance analysis', 'forecasting', 'knowledge extraction', 'robotics', 'behavior modeling']",[],0,0.0,0,18,0
"['personal health', 'collaborative research', 'Canadian Network of Centres of Excellence', 'evidence-based practice', 'Internet support', 'health promotion', 'consumer health informatics', 'health consumer-provider roles']",['a Canadian Network of Centres of Excellence'],0.0,0.0,0,8,1
"['privacy abuse', 'customer list', 'privacy policy', 'disclosure']","['third', 'third']",0.0,0.0,0,4,2
"['semiconductor optical amplifiers', 'design', 'cross-gain modulation', 'all-optical-XOR gate', 'Boolean logic', '10 Gbit/s']","['10', 'Gb', 'two']",0.0,0.0,0,6,3
"['restaurant Web sites', 'electronic commerce', 'revenues', 'profitability', 'Internet presence', 'food service companies', 'e-marketing']",[],0,0.0,0,7,0
"['admissible measurement errors', 'measurement error', 'fuzzy information', 'informative attributes', 'fuzzy set theory', 'complex systems states identification']",[],0,0.0,0,6,0
"['Labscape', 'smart environment', 'cell biology', 'laboratory work', 'ubiquitous computing', 'experimental technologies', 'biochemical procedure']","['Labscape', 'Labscape']",0.5,0.14285714285714285,0.22222222222222224,7,2
"['operational phase-space probability distribution', 'quantum communication theory', 'quantum mechanical systems', 'quantum information processing systems', 'Gaussian noise', 'quantum teleportation', 'continuous variables', 'extended phase-space formalism']","['Chountasis', 'Vourdas', '1998']",0.0,0.0,0,8,3
"['information architects', 'professional practice', 'professional education', 'information architecture education', 'pedagogical approaches', 'information organization', 'computer science', 'usability studies', 'graphic design']",[],0,0.0,0,9,0
"['science', 'technology', 'medicine', 'rare materials', 'policy formation', 'basic reference tools', 'collection development', 'out-of-print books', 'special collections', 'library acquisitions']",[],0,0.0,0,10,0
"['long-range dependence', 'finite sample properties', 'confidence intervals', 'financial economics', 'asset returns', 'long horizons', 'asymptotic properties', 'detrended fluctuation analysis', 'periodogram regression methods', 'Gaussian white noise', 'heuristic values']","['Gaussian', 'DFA', 'three']",0.0,0.0,0,11,3
"['out-of-print materials', 'recurring issues', 'changing practices', 'out-of-print books', 'library materials', 'acquisition']",['two'],0.0,0.0,0,6,1
"['challenges', 'trends', 'discrete manufacturing', 'automobile factory', 'technology revolution', 'production practices', 'technology evolution', 'business practices', 'industrial relations', 'seamless manufacturing process']","['50 years ago', '100,000', 'Ford', 'Rouge', '1200', 'Ford', '800', 'each day', '3000', 'one', 'one']",0.0,0.0,0,10,11
"['stochastic systems', 'random jump', 'phase trajectory', 'general Markov process', 'asymptotic probabilistic stability', 'mean-square exponential stability']","['Markov', 'first']",0.0,0.0,0,6,2
"['active noise-reducing headset', 'earshell vibration control', 'aviation communication', 'consumer audio', 'passive attenuation', 'broadband noise reduction', 'force actuators', 'inertial mass', 'velocity feedback control', 'piezoelectric actuators', 'stiffness', 'robust feedback controller', 'single-frequency real-time control', 'external noise transmission']","['ANR', 'ANR', 'ANR']",0.0,0.0,0,14,3
"['three-element set', '2000 presidential campaign', 'plurality voting', 'approval voting', 'Borda count', 'self-consistent choice']","['four', 'Borda', 'three', 'two', 'third', 'two', 'Borda', 'third']",0.0,0.0,0,6,8
"['orthopaedic surgical navigation', 'medical image modalities', 'surgical education', 'image-guided surgery systems', 'surgical instruments', 'graphical overlays', 'computer monitor', 'computed tomography scans', 'intra operatively generated images', 'surgeon-defined anatomy', 'abstract geometrical model', 'bony structures', 'surgical action visualization', 'medical image processing', 'image registration']","['many years', 'Today']",0.0,0.0,0,15,2
"['inverse problems', 'mathematical model', 'ion exchange', 'compressible ion exchanger', 'ion exchanger compression', 'unique solvability', 'numerical solution methods']",['Two'],0.0,0.0,0,7,1
"['computational color constancy algorithms', 'images', 'image data', 'illumination conditions', 'gray world methods', 'Retinex method', 'gamut-mapping method', 'neural net method', 'color by correlation method', 'preprocessing strategies', 'synthesized data', 'input data statistics', 'chromaticity', 'scene illuminant', 'pixel intensity']","['11', 'no.9', '2002', '33', '11', 'two', 'Retinex', 'Forsyth', '1990', '2000', 'Finlayson', 'Finlayson', '1997, 2001', 'Hubel', 'Finlayson', '2000', 'http://www.cs.sfu.ca/~color/code', 'three', '3']",0.0,0.0,0,15,19
"['cooperative games', 'characteristic function', 'decisions', 'unique solution', 'transferrable utility']",[],0,0.0,0,5,0
"['IT staff', 'vendor-run accreditation schemes', 'job applicant', 'practical abilities', 'network administrators']",[],0,0.0,0,5,0
"['Web site', 'auditable records', 'downtime', 'external monitoring', 'Internet connection', 'performance monitoring', 'remote locations', 'periodic reports', 'uptime tracking', 'failure pattern discovery', 'Mercury Interactive ActiveWatch', 'Freshwater Software SiteSeer', 'availability monitoring', 'email alerts', 'pager alerts']","['five nines-99.999 percent', 'about five minutes', 'one', 'two', ""Mercury Interactive's"", ""ActiveWatch and Freshwater Software's"", 'Freshwater Software', 'Mercury Interactive', 'about a year', 'two']",0.0,0.0,0,15,10
"['multilane traffic model', 'vehicular Boltzmann equation', 'traffic dispersion model', 'road users', 'nonlinear Poisson equation', 'Poisson equation', 'car-following theory', 'dynamic evolution', 'variance equation', 'self-consistent multiclass dynamic traffic flow modeling', 'motion equation']","['Boltzmann', 'two', 'two', 'Poisson', 'Boltzmann', 'second', 'second']",0.0,0.0,0,11,7
"['recursive state estimation', 'multiple switching models', 'unknown transition probabilities', 'hybrid systems', 'continuous-valued target states', 'discrete-valued regime variable', 'finite state Markov chain', 'random transition probabilities', 'Dirichlet distributions', 'marginal posterior distribution', 'maneuvering target tracking']",['Markov'],0.0,0.0,0,11,1
"['flexible manufacturing system', 'alternative routings', 'dispatching rules', 'finite buffer capacity', 'part mix ratios', 'average flow time', 'FMS']","['Three', 'four', 'three']",0.0,0.0,0,7,3
"['laboratory science', 'Internet', 'computers', 'well-designed experiments', 'undergraduate training', 'Net-based experiment generators', 'stand-alone generators', 'instructional effectiveness', 'software', 'known learning outcomes', 'control groups', 'pedagogical details', 'experimental psychology teaching', 'hypothesis testing', 'teacher instructional method']","['over 30 years', 'two']",0.0,0.0,0,15,2
"['e-commerce', 'legal framework', 'Electronic Signatures Regulations 2002', 'European Electronic Signatures Directive']","['EU', 'Government', 'the Electronic Signatures Regulations 2002', '13 February 2002', '8 March 2002', 'the European Electronic Signatures Directive', '1999/93', 'EC', '19 July 2001', '25 January 2002', '12 February 2002', 'English', 'Certification Service Providers']",0.0,0.0,0,4,13
"['flexibility analysis', 'complex technical systems', 'partial uncertainty', 'control system', 'fuzzy mathematical models', 'structural flexibility', 'optimal design']","['Three', 'Two']",0.0,0.0,0,7,2
"['legal reference questions', 'case law', 'attorney directories', 'World Wide Web', 'nonlaw librarians']",['three'],0.0,0.0,0,5,1
"['principal document', 'ISA standard', 'ISA-5.1', 'P&ID standard', 'process controlled']","['P&ID', 'ISA-S5.1', 'ISA', 'ISA-5.1']",0.25,0.2,0.22222222222222224,5,4
"['wearable sensors', 'measured acceleration', 'angular velocity', 'dead-reckoning method', ""user's location"", 'transitions', 'sitting', 'preselected locations', 'standing', 'walking']",[],0,0.0,0,10,0
"['plane strain theory', 'transversely isotropic bodies', 'inverse method', 'Airy stress function', 'polynomials', 'loading conditions', 'piezoelectric cantilever actuator', 'density distribution profile', 'piezoelectric material']",[],0,0.0,0,9,0
"['classification', 'hierarchical mixture model', 'data generation process', 'posterior probability of class membership', 'experts classifier', 'Bayes classifier']","['three', '1', '2', 'two']",0.0,0.0,0,6,4
"['fuzzy linear regression', 'information technology', 'Turkey', 'IT', 'computers', 'telecommunication', 'electronic devices', 'computer science', 'information systems', 'regression function', 'vague knowledge representation', 'computer technology', 'computer equipment export level']","['Fuzzy', 'Turkey']",0.5,0.07692307692307693,0.13333333333333336,13,2
"['programming', 'Web application debugging tools']",[],0,0.0,0,2,0
"['electrical facility construction work', 'information network structuring', 'sewage conduits', 'communications infrastructure', 'Tokyo', 'information control facilities', 'Treatment Site S', 'information transmission network', 'Bureau of Sewerage', 'sewer optical fiber teleway network plan', 'asynchronous transmission mode switches', 'ATM switches']","['The City of Tokyo', 'about 470 km', 'the end of March 2000', '800 km', '11', 'the Treatment Site S', 'the Bureau of Sewerage']",0.0,0.0,0,12,7
"['tuning method', 'PID controller', 'genetic algorithm', 'controller design method', 'process dynamics', 'autotuner', 'proportional-integral-derivative controller']","['PID', 'PID', 'PID']",0.0,0.0,0,7,3
"['real-time enterprise solutions', 'discrete manufacturing', 'consumer goods', 'customer satisfaction', 'core competencies', 'order-driven planning', 'production scheduling', 'working capital reduction', 'inventories reduction']","['recent years', 'one']",0.0,0.0,0,9,2
"['graphic approach', 'observer decomposition', 'output-injection observer', 'sparse system models', 'measurement models', 'independent subsets', 'sub-observers', 'online computation load', 'detectable subsystems']",['one'],0.0,0.0,0,9,1
"['three-dimensional geometrical optics', 'indoor propagation', 'transmitter', 'wall construction', 'floor plan', 'receiver locations', '3D geometrical optics code', 'image tree data structure', 'image construction', 'ray tracing', 'data visualisation']","['GO 3D', 'one', 'GO']",0.0,0.0,0,11,3
"['discrete output feedback', 'sliding mode control', 'moving switching line', 'switching variable', 'parameter variations', 'fast output sampling feedback', 'state feedback']","['SMCS', 'second']",0.0,0.0,0,7,2
"['reachability sets', 'multistep control processes', 'upper estimate', 'optimal control', 'discrete systems', 'iterative restriction algorithm']",[],0,0.0,0,6,0
"['graphical user interface', 'computational phantoms', 'computational phantoms', 'calibration', 'in vivo measurements', 'in vivo measurement systems', 'Monte Carlo calculations', 'radionuclides', 'tissues', 'worker', 'precise geometric representation', 'anatomy', 'low energy gamma ray emitting sources', 'actinides', 'software', 'automatic creation', 'MCNP input data file', 'scanning data', 'computed tomography', 'signal', 'brightness', 'detector', 'individual voxels', 'memory demand', 'calculational speed', 'plastic', 'biological tissues', 'magnetic resonance imaging scanning information', 'computation phantoms', 'Th', 'U', 'Pu']",['Monte Carlo'],0.0,0.0,0,32,1
"['SGML', 'Health-checkup Data Markup Language', 'data interchange model', 'numerical lab data', 'summary findings', 'health status assessment', 'health checkup data exchange']","['Health', 'Data Markup Language', 'HDML', 'Standard', 'between two', 'HDML', 'HDML']",0.0,0.0,0,7,7
"['international library consortia', 'consortial purchasing models']","['the past ten years', 'North America', 'the International Coalition of Library Consortia-ICOLC', 'three']",0.0,0.0,0,2,4
"['median partitioning', 'large compound pools', 'molecules', 'time limiting step', 'molecular descriptors', 'database compounds', 'entropy formulation', 'genetic algorithm', 'Available Chemicals Directory', 'cell-based partitioning', 'representative subset selection', 'property descriptor array']","['2', 'the Available Chemicals Directory']",0.0,0.0,0,12,2
"['Reflection.Emit', '.NET framework SDK', 'Regex class', 'assemblies', 'types', 'System.Reflection.Emit namespace', 'runtime code generation', '.NET Common Language Runtime']","['VB.NET', 'System', 'the NET Common Language Runtime', 'CLR', 'System']",0.0,0.0,0,8,5
"['multispectral color image capture', 'liquid crystal tunable filter', 'tunable filter', 'multispectral color image acquisition system', 'acquisition system', 'monochrome CCD camera', 'spectral transmittance', 'spectral characterization', 'acquisition noise', 'camera output signals', 'camera outputs', 'device-independent color data', 'regression methods', 'CIEXYZ', 'CIELAB', 'spectral model', 'principal eigenvector approach', 'spectral reflectance', 'pixel', 'imaged surface', 'independent color space']","['CCD', 'two', 'One', 'CIEXYZ']",0.25,0.047619047619047616,0.08,21,4
"['time-varying properties', 'renal autoregulatory mechanisms', 'broad-band forced arterial blood pressure fluctuations', 'single-nephron', 'single-nephron renal blood flow', 'spontaneous oscillations', 'hypertensive rats', 'whole kidney', 'Renyi entropy', 'spontaneous arterial pressure fluctuations', 'normotensive rats', 'Sprague-Dawley rats', 'Wistar rats', 'Long-Evans rats']","['Sprague', 'Wistar', 'Long-Evans', 'Renyi', 'Renyi', '0.037', '0.033', '0.008', 'Renyi', '100%', 'two']",0.0,0.0,0,14,11
"['special collections', 'small academic library', 'case study', 'acquisitions policies', 'out-of-print books', 'University library']",['the years'],0.0,0.0,0,6,1
"['highly irregular shaped objects', 'irregular shaped objects', 'semiconductor manufacturing', 'robotic system', 'polycrystalline silicon nuggets', 'fragile fused silica crucible', 'highly irregular polycrystalline silicon nuggets', 'active laser triangulation', 'sampling frequency', 'packing algorithm', 'robust 3-D imaging system', 'commercial manufacturing processes', '3D mapping system', 'optical nugget placement', 'Czochralski semiconductor wafer production', 'dual optical 3D surface mapping system']","['Czochralski', '3', 'One', '1 mm', '15-KHz', '3']",0.0,0.0,0,16,6
"['wavelength services', 'fiber optic networks', 'Looking Glass Networks', 'PointEast Research']","['Wavelength', 'years']",0.0,0.0,0,4,2
"['efficient retrieval selection algorithm', 'video servers', 'random duplicated assignment storage technique', 'copies', 'data block', 'randomly chosen disks', 'response times', 'RAM costs', 'maximum load', 'breadth-first search', 'optimal solutions', 'time complexity', 'disk costs']","['RDA', 'RAM', 'RSP', 'RSP', 'first', 'RSP', 'MFS']",0.0,0.0,0,13,7
"['ghosts consensus method', 'Internet search systems', 'digital democracy', 'majority opinion', 'citation index usage', 'search results', 'Internet query statistics', 'digital ochlocracy', 'linear programming', 'World Wide Web']","['google.com', 'one']",0.0,0.0,0,10,2
"['real-time implementation', 'DSP chip', 'wavelet transform', 'zerotree quantization', 'set partitioning in hierarchical trees', 'SPIHT algorithm', 'codec', 'wavelet decomposition', 'absolute zerotree', 'number of error bits', 'video coding', 'memory cost reduction']","['Said', 'Pearlman', '1996', 'SPIHT', 'SPIHT', 'DSP', 'SPIHT', 'SPIHT', 'two', 'absolute zerotree', 'DSP']",0.09090909090909091,0.08333333333333333,0.08695652173913043,12,11
"['mathematical fundamentals', 'fuzzy Bayesian inference techniques', 'pseudofuzzy quantities', 'modus-ponens rule', 'decision making']","['Bayesian', 'pseudofuzzy', 'pseudofuzzy', 'Bayesian', 'Bayesian']",0.0,0.0,0,5,5
"['strong active solution', 'dynamic game problems', 'noncooperative games', 'static game problems']",[],0,0.0,0,4,0
"['collective action', 'Internet', 'mass communication', 'online mobilization', 'antiauthoritarian ideology', 'group memberships', 'social identities', 'online survey', 'World Wide Web', 'anonymity', 'politics']","['antiauthoritarian', 'nonactivists', 'nonactivists']",0.0,0.0,0,11,3
"['commercial security standards', 'risk management framework', 'IT projects']",['Management Services Practitioners'],0.0,0.0,0,3,1
"['optimal routing policy', 'torus', 'hypercube']","['J. Wu', '1996']",0.0,0.0,0,3,2
"['Internet', 'public libraries', 'public libraries', 'baseline data', 'consumer model', 'American adult market', 'national Random Digit Dialing telephone survey', 'decision criteria', 'longitudinal research', 'public library']","['American', 'nonuse', 'nonuse', 'six', 'two']",0.0,0.0,0,10,5
"['spectral characteristics', 'bounded time interval', 'linear dynamic systems', 'singular characteristics', 'standard dynamic blocks', 'transcendental characteristic equations', 'partial spectra', 'singular functions', 'frequency characteristic']",[],0,0.0,0,9,0
"['asynchronous computer-mediated group interaction', 'group processes', 'psychology', 'deindividuation', 'personal identifiability', 'group identity', 'geographically dispersed computer users', 'e-mail discussions', 'social identity theory', 'group polarization', 'group cohesion', 'social issues', 'Internet']",['2-week'],0.0,0.0,0,13,1
"['Internet', 'Web site', 'communities', 'information architects', 'networked environments', 'networked electronic environment design', 'private-public sector cooperation', 'global information networks']",['Information Architects'],0.0,0.0,0,8,1
"['adaptive image denoising', 'space consistency', 'edge preservation', 'image multiresolution decomposition', 'redundant wavelet transform', 'image edges', 'gradient magnitudes', 'shrinkage function', 'scale consistency', 'geometric constraints', 'edge enhancement']",[],0,0.0,0,11,0
"['accelerated simulation', 'steady-state availability', 'non-Markovian systems', 'general accelerated simulation method', 'numerical examples']",['non-Markovian'],0.0,0.0,0,5,1
