Ground_truth Keywords,Extracted Keywords,Precision,Recall,F1-score,n_gt_keywords,n_extraced_leywords
"['color plane interpolation', 'alternating projections', 'digital cameras', 'demosaicing', 'color filter arrays', 'color artifacts']","['color', 'demosaicing', 'technique', 'projections', 'digital', 'plane interpolation', 'plane', 'colors', 'color plane', 'sample', 'alternating', 'alternating projections', 'interpolation', 'using', 'inter', 'effectively', 'interpolation known', 'demosaicing performed', 'demosaicing technique', 'demosaicing techniques', 'digital camera', 'interpolated using', 'interpolated', 'digital cameras', 'effectively alternating', 'important tasks', 'inter channel', 'error', 'filter', 'filter arrays', 'demosaicing important', 'green', 'green blue', 'highly', 'highly visible', 'images', 'images suffer', 'important', 'visually terms', 'compared technique', 'correlation effectively', 'camera pipeline', 'according specific', 'appropriately', 'appropriately images', 'arrays', 'arrays sample', 'art', 'art demosaicing', 'artifacts', 'artifacts paper', 'blue', 'blue colors', 'camera', 'cameras', 'correlation', 'cameras use', 'channel', 'channel correlation', 'color artifacts', 'color filter', 'color sample', 'colors according', 'colors interpolated', 'commercial', 'commercial digital', 'compared', 'known', 'interpolation using', 'location pixel', 'known demosaicing', 'technique uses', 'specific', 'specific pattern', 'square', 'square error', 'state', 'state art', 'suffer', 'suffer highly', 'taken', 'taken values', 'tasks', 'tasks digital', 'technique state', 'techniques', 'location', 'techniques outperforms', 'terms', 'terms mean', 'use', 'use color', 'uses', 'uses inter', 'using alternating', 'using neighboring', 'values', 'values colors', 'visible', 'visible color', 'scheme compared', 'scheme', 'samples color', 'samples', 'visually', 'mean', 'mean square', 'neighboring', 'neighboring samples', 'new', 'new demosaicing', 'outperforms', 'outperforms visually', 'paper', 'paper present', 'pattern', 'pattern location', 'performed', 'performed appropriately', 'pipeline', 'pipeline demosaicing', 'pixel', 'pixel color', 'present', 'present new', 'projections commercial', 'projections scheme', 'red', 'red green', 'sample red', 'sample taken', 'according']",0.030303030303030304,0.6666666666666666,0.057971014492753624,6,132
"['weak sinusoidal signals', 'mammalian auditory system', 'peripheral auditory system', 'quiescent firing rate', 'spiral ganglion neuron']","['model', 'qfr', 'parameters', 'auditory', 'rrb', 'information', 'processing', 'lrb', 'synaptic', 'phi divergences', 'phi', 'new', 'optimal', 'statistics', 'using', 'limits', 'information processing', 'divergences', 'cell', 'set', 'accomplished', 'statistics information', 'firing', 'ganglion neuron', 'ganglion', 'fundamental limits', 'fundamental', 'frequency dependent', 'frequency', 'fitzhugh nagumo', 'fitzhugh', 'firing rate', 'explanation qfr', 'statistics quantify', 'explanation', 'exists set', 'exists', 'evaluated using', 'evaluated', 'estimation weak', 'estimation', 'essentially independent', 'essentially', 'hair', 'hair cell', 'important', 'important phi', 'mammalian', 'lrb small', 'lrb rrb', 'lrb qfr', 'tuned values', 'limits statistics', 'limits detection', 'using called', 'just synaptic', 'just', 'intimately related', 'intimately', 'insight role', 'insight', 'information theory', 'using stochastic', 'value', 'independent amplitude', 'independent', 'divergences statistics', 'divergences simultaneously', 'value qfr', 'cochlear nucleus', 'chain hair', 'chain', 'cell point', 'cell cochlear', 'values', 'called phi', 'called', 'auditory using', 'auditory information', 'values correspond', 'amplitudes rrb', 'amplitudes', 'amplitude signal', 'amplitude', 'action recovery', 'action', 'according standard', 'according', 'accomplished model', 'cochlear', 'connection', 'dissimilarity probability', 'connection cell', 'dissimilarity', 'detection estimation', 'detection', 'depression overall', 'depression', 'dependent essentially', 'dependent', 'criteria accomplished', 'criteria', 'covers chain', 'covers', 'corresponds constant', 'corresponds', 'correspond qfr', 'correspond', 'constant quiescent', 'constant', 'consequently optimal', 'consequently', 'mammalian auditory', 'measures', 'measures intimately', 'role played', 'related number', 'related', 'recovery model', 'recovery', 'rate lrb', 'rate', 'quiescent firing', 'quiescent', 'quantify dissimilarity', 'quantify', 'qfr rrb', 'qfr provide', 'qfr offers', 'qfr frequency', 'study', 'provide new', 'provide', 'processing study', 'processing performance', 'role', 'stochastic fitzhugh', 'study limits', 'rrb consequently', 'standard criteria', 'standard', 'spiral ganglion', 'spiral', 'small amplitudes', 'small', 'sinusoidal signals', 'sinusoidal', 'simultaneously set', 'simultaneously', 'signals primary', 'signals', 'signal lrb', 'signal', 'set parameters', 'set corresponds', 'stochastic', 'rrb spiral', 'rrb exists', 'processing according', 'probability measures', 'tuned', 'optimality', 'optimal processing', 'theory lrb', 'offers new', 'offers', 'number fundamental', 'number', 'nucleus information', 'nucleus', 'new insight', 'new explanation', 'weak', 'neuron optimal', 'neuron', 'nagumo model', 'nagumo', 'model synaptic', 'model parameters', 'model covers', 'model action', 'optimal value', 'optimality auditory', 'probability', 'optimize', 'primary mammalian', 'primary', 'point just', 'point', 'played parameters', 'played', 'synaptic connection', 'synaptic depression', 'peripheral auditory', 'peripheral', 'performance evaluated', 'performance', 'parameters tuned', 'parameters peripheral', 'parameters optimize', 'theory', 'overall model', 'overall', 'optimize important', 'weak sinusoidal']",0.0,0.0,0,5,205
"['controllability', 'shells', 'minimal time', 'thin cups', 'fourier method']","['exact controllability', 'controllability', 'exact', '1936', 'controllability result', 'controllability shells', 'cups', 'cups using', '1936 rrb', 'using', 'fourier', 'fourier method', 'improvements', 'improvements ingham', 'ingham', 'ingham lrb', 'lrb', 'lrb 1936', 'method', 'using fourier', 'minimal', 'minimal time', 'type theorems', 'type', 'time prove', 'time', 'theorems', 'shells minimal', 'shells', 'rrb type', 'rrb', 'result cups', 'result', 'recent improvements', 'recent', 'prove exact', 'prove', 'method recent']",0.10526315789473684,0.8,0.18604651162790697,5,38
"['neural network architectures', 'postintegration lateral inhibition', 'competition', 'preintegration lateral inhibition', 'neural network', 'unsupervised learning']","['lateral inhibition', 'lateral', 'inhibition', 'preintegration lateral', 'preintegration', 'network', 'neural network', 'neural', 'learn', 'appropriate', 'right', 'argue', 'competition', 'representations', 'architecture', 'generate', 'architectures', 'network architectures', 'advantages', 'deficient fail', 'consistent neuroanatomical', 'fail', 'equally biologically', 'computational', 'equally', 'computational advantages', 'computationally', 'computationally deficient', 'consistent', 'enhances unsupervised', 'does', 'enhances', 'efficiently furthermore', 'conventional', 'conventional neural', 'data', 'efficiently', 'does provide', 'data argue', 'deficient', 'compete right', 'competition implemented', 'competition argue', 'advantages conventional', 'algorithms', 'algorithms computationally', 'alternative', 'alternative neural', 'appropriate coding', 'appropriate perceptual', 'architecture consistent', 'architecture presented', 'architectures remaining', 'architectures uses', 'argue algorithms', 'argue preintegration', 'biologically', 'biologically plausible', 'certain', 'certain circumstances', 'circumstances', 'circumstances alternative', 'class', 'class neural', 'coding', 'coding properties', 'compete', 'form', 'fail generate', 'uses postintegration', 'form competition', 'furthermore', 'outputs', 'outputs form', 'perceptual', 'perceptual representations', 'plausible', 'postintegration', 'postintegration lateral', 'presented', 'presented nodes', 'properties', 'properties used', 'provide', 'provide appropriate', 'receive', 'receive inputs', 'remaining', 'remaining equally', 'representations certain', 'representations efficiently', 'right generate', 'right receive', 'unsupervised', 'unsupervised learning', 'used', 'used learn', 'nodes compete', 'nodes', 'neuropsychological data', 'inputs', 'furthermore architecture', 'generate learn', 'generate outputs', 'uses', 'implemented preintegration', 'influential', 'influential class', 'inhibition computational', 'inhibition does', 'inhibition enhances', 'inhibition mechanism', 'inputs right', 'neuropsychological', 'large', 'large influential', 'learn appropriate', 'learn representations', 'learning', 'learning large', 'mechanism', 'mechanism competition', 'network architecture', 'neuroanatomical', 'neuroanatomical neuropsychological', 'implemented']",0.023809523809523808,0.5,0.04545454545454545,6,126
"['option pricing', 'stochastic calculus', 'stocks', 'bonds', 'nongaussian fluctuations', 'natural martingale', 'truncated levy distributions']","['path integral', 'pricing', 'integral', 'levy', 'levy distributions', 'martingale', 'natural', 'natural martingale', 'non', 'non gaussian', 'option', 'option pricing', 'path', 'fluctuations', 'gaussian', 'truncated levy', 'distributions', 'truncated', 'application', 'bonds', 'formula evaluated', 'formula', 'application truncated', 'balance', 'formalism non', 'formalism', 'balance options', 'evaluated', 'distributions path', 'calculus', 'calculus derive', 'derive', 'fluctuations set', 'fluctuations natural', 'derive natural', 'gaussian fluctuations', 'evaluated truncated', 'bonds resulting', 'wealth balance', 'gaussian price', 'integral formalism', 'stocks bonds', 'stocks', 'stochastic calculus', 'stochastic', 'simple stochastic', 'simple', 'set simple', 'set', 'resulting formula', 'resulting', 'pricing wealth', 'pricing path', 'price fluctuations', 'price', 'options stocks', 'options', 'martingale option', 'wealth', 'integral non', 'martingale application']",0.08196721311475409,0.7142857142857143,0.14705882352941174,7,61
"['computational color constancy algorithms', 'synthesized data', 'gray world methods', 'retinex method', 'neural net method', 'color by correlation method', 'chromaticity', 'scene illuminant', 'algorithm performance', 'reflectance spectra', 'specularities', 'clipping']","['color', 'algorithms', 'data', 'color constancy', 'constancy', 'method', 'lrb', 'rrb', 'et', 'finlayson', 'synthesized', 'synthesized data', 'number', 'experiments', 'al', 'et al', 'http', 'finlayson et', 'http www', 'sfu ca', 'sfu', 'illuminant', 'www', 'experiments using', 'www cs', 'effect', 'cs sfu', 'computational color', 'computational', 'using', 'using synthesized', 'ca color', 'ca', 'available', '2000 rrb', '2000', 'cs', '1990', 'rrb gamut', 'code', 'correlation', 'corrected illumination', 'corrected', 'context testing', 'context', 'constancy specify', 'constancy quantities', 'constancy efficiently', 'constancy algorithms', 'testing', 'consider algorithm', 'consider', 'confounds camera', 'confounds', 'testing computational', 'truth', 'comparison computational', 'comparison', 'color data', 'color correlation', 'truth known', 'color code', 'variants', 'correlation method', 'surfaces scenes', 'surfaces', 'efficiently', 'factors affecting', 'factors', 'specularities', 'experiments synthesized', 'specularities effect', 'study', 'study include', 'estimates different', 'estimates', 'efficiently investigated', 'effect subsequent', 'subsequent clipping', 'effect algorithms', 'subsequent', 'different color', 'different', 'data introduce', 'data important', 'data implementations', 'data experiments', 'data data', 'data available', 'code rrb', 'close study', 'finlayson 2000', 'close', 'algorithms added', 'version', 'algorithm performance', 'algorithm', 'al lrb', 'al color', 'al 1997', 'version retinex', 'affecting color', 'affecting', 'added specularities', 'added', 'absent various', 'absent', 'ability algorithms', 'ability', '2001 hubel', '2001', 'world', 'world methods', '1997 2001', '1997', '1990 rrb', 'algorithms available', 'algorithms chosen', 'algorithms make', 'cardei et', 'clipping data', 'clipping', 'chromaticity scene', 'chromaticity', 'chosen close', 'chosen', 'characterization pre', 'characterization', 'case version', 'case', 'cardei', 'algorithms methodology', 'camera characterization', 'camera', 'variants forsyth', 'various', 'available lrb', 'available line', 'various factors', 'approach implementation', 'approach', 'algorithms report', 'spectra relative', 'spectra', 'rrb investigate', 'lrb finlayson', 'number leading', 'rrb neural', 'neural net', 'neural', 'net method', 'net', 'methods limiting', 'methods', 'methodology experiments', 'methodology', 'method number', 'method lrb', 'method finlayson', 'method cardei', 'scene', 'mapping method', 'mapping', 'manipulated individually', 'manipulated', 'make estimates', 'make', 'magnitude illuminant', 'magnitude', 'number surfaces', 'number variants', 'overall', 'quantities chromaticity', 'retinex method', 'retinex', 'results experiments', 'results', 'report results', 'report', 'relative effect', 'relative', 'reflectance spectra', 'reflectance', 'quantities', 'overall magnitude', 'processing absent', 'processing', 'precisely algorithms', 'precisely', 'pre processing', 'pre', 'possible confounds', 'possible', 'performance function', 'performance', 'lrb http', 'lrb 2000', 'forsyth', 'lrb 1990', 'implementation', 'image consider', 'image', 'illumination invariant', 'illumination', 'scenes', 'illuminant corrected', 'scenes generated', 'hubel finlayson', 'hubel', 'specify', 'specify approach', 'ground truth', 'ground', 'gray world', 'gray', 'generated reflectance', 'generated', 'gamut mapping', 'gamut', 'function number', 'function', 'forsyth lrb', 'implementation number', 'implementations', 'implementations algorithms', 'investigated', 'scene illuminant', 'line http', 'line', 'limiting case', 'limiting', 'leading algorithms', 'leading', 'known possible', 'known', 'investigated manipulated', 'investigate ability', 'important', 'investigate', 'invariant image', 'invariant', 'introduce context', 'introduce', 'individually precisely', 'individually', 'include gray', 'include', 'important ground', 'illuminant overall']",0.0321285140562249,0.6666666666666666,0.06130268199233716,12,249
"['restaurant web sites', 'electronic commerce', 'internet presence', 'food service companies', 'revenues', 'profitability']","['web', 'website', 'restaurant', 'companies', 'marketing', 'effectiveness', 'presence', 'create', 'effective', 'difficult', 'difficult create', 'emarketing', 'development effectiveness', 'effective web', 'development', 'effective website', 'developing coherent', 'effectiveness marketing', 'developing', 'effectiveness practitioners', 'design proving', 'electronic', 'electronic commerce', 'employed', 'emarketing restaurant', 'customers enhancing', 'global companies', 'global', 'food service', 'food', 'expenditures connecting', 'expenditures', 'exercised ensure', 'exercised', 'evolving technology', 'evolving', 'evaluate website', 'evaluate', 'ensure quality', 'ensure', 'enhancing revenues', 'enhancing', 'employed assorted', 'design', 'website strategy', 'customers', 'current potential', 'care exercised', 'care', 'business highlighted', 'business', 'based technologies', 'based', 'assorted web', 'assorted', 'aspects business', 'aspects', 'appropriate developing', 'appropriate', 'adopted electronic', 'adopted', 'adheres high', 'adheres', 'additional resources', 'click', 'click number', 'coherent', 'create powerful', 'high standards', 'current', 'critical effective', 'critical', 'criteria evaluate', 'criteria', 'create set', 'consider additional', 'coherent website', 'consider', 'connecting current', 'connecting', 'companies successfully', 'companies adopted', 'commerce means', 'commerce', 'high', 'historically', 'highlighted', 'highlighted food', 'strength historically', 'strength', 'strategy including', 'strategy', 'standards incorporates', 'standards', 'sites click', 'sites', 'site adheres', 'site', 'set criteria', 'set', 'service companies', 'service', 'revenues profitability', 'revenues', 'restaurant web', 'successfully', 'successfully ventured', 'technologies', 'ventured', 'website development', 'website design', 'web sites', 'web presence', 'web employed', 'web based', 'ventured web', 'unparalleled strength', 'technologies create', 'unparalleled', 'transaction related', 'transaction', 'tool unparalleled', 'tool', 'technology appropriate', 'technology', 'restaurant internet', 'resources website', 'resources', 'increasingly', 'marketing tool', 'marketing investment', 'investment increasingly', 'investment', 'internet presence', 'internet', 'increasingly important', 'incorporates evolving', 'means reducing', 'incorporates', 'including effective', 'including', 'important care', 'important', 'historically difficult', 'website effectiveness', 'means', 'number', 'related expenditures', 'profitability restaurant', 'related', 'reducing transaction', 'reducing', 'quality site', 'quality', 'proving critical', 'proving', 'profitability', 'number global', 'presence aspects', 'practitioners consider', 'practitioners', 'powerful marketing', 'powerful', 'potential customers', 'potential', 'additional']",0.024096385542168676,0.6666666666666666,0.046511627906976744,6,166
"['nonlinear time series', 'exchange rates', 'us dollar', 'foreign currencies', 'euro zone', 'stationarity', 'recurrence quantification analysis', 'recurrence plots', 'european monetary system', 'japanese yen', 'canadian dollar', 'british pound', 'historical events']","['analysis', 'series', 'time series', 'exchange', 'currency', 'euro', 'high', 'time', 'currencies', 'series analysis', 'data', 'high frequency', 'recurrence', 'nonlinear', 'nonlinear time', 'currency exchange', 'correlation', 'quantification', 'dollar', 'currencies euro', 'frequency', 'exchange data', 'euro zone', 'zone', 'application', 'frequency currency', 'dollar 18', 'european', 'euro strong', 'dynamical behaviours', 'dynamical', 'currency exchanges', 'data time', 'dollar british', 'data work', 'definition', 'definition parameters', 'demonstrated', 'demonstrated taking', 'determine', 'determine dynamical', 'zone goal', 'correlated nonexistence', 'correlation japanese', 'correlation currencies', '18 foreign', '1996', '1996 euro', 'account', 'account historical', 'allow', 'allow quantification', 'analysis based', 'analysis high', 'analysis techniques', 'analysis tool', 'application nonlinear', 'application recurrence', 'applied', 'applied nonlinear', 'based', 'based definition', 'behaviours', 'behaviours way', 'british', 'british pound', 'called', 'called application', 'canadian', 'canadian dollar', 'checked', 'checked using', 'correlated', 'events', 'european monetary', 'expected high', 'events 1996', 'taking', 'results', 'results expected', 'series demonstrated', 'series studied', 'singularities', 'singularities series', 'stationarity', 'stationarity called', 'strong', 'strong correlation', 'studied', 'studied exchange', 'taking account', 'recurrence plots', 'techniques', 'techniques high', 'tool', 'tool analysis', 'using', 'using european', 'way', 'way correlated', 'work', 'work applied', 'yen', 'yen canadian', 'recurrence quantification', 'rates dollar', 'exchange rates', 'method', 'exchanges', 'exchanges results', 'expected', 'foreign', 'foreign currencies', 'goal', 'goal determine', 'high correlation', 'historical', 'historical events', 'japanese', 'japanese yen', 'method checked', 'rates', 'monetary', 'monetary currency', 'nonexistence', 'nonexistence stationarity', 'parameters', 'parameters allow', 'plots', 'plots method', 'pound', 'pound singularities', 'quantification analysis', 'quantification recurrence', '18']",0.06666666666666667,0.6923076923076923,0.12162162162162161,13,135
"['chemotaxis', 'nonmonotonic dependence', 'coupling constants', 'herding behaviour', 'pedestrian dynamics']","['evacuation', 'model', 'times', 'using', 'behaviour', 'bionics', 'cellular', 'cellular automaton', 'dynamics', 'processes using', 'automaton model', 'evacuation processes', 'evacuation times', 'herding', 'model pedestrian', 'pedestrian', 'pedestrian dynamics', 'automaton', 'processes', 'allows', 'strength herding', 'use knowledge', 'depend strength', 'dependence', 'dependence evacuation', 'different', 'different types', 'doors', 'doors shown', 'using bionics', 'dynamics model', 'dynamics present', 'evacuation large', 'couplings proper', 'use', 'types behaviour', 'exit', 'types', 'herding behaviour', 'herding use', 'ideas', 'ideas chemotaxis', 'inspired', 'inspired cellular', 'depend', 'couplings', 'interaction pedestrians', 'values', 'allows different', 'applies', 'applies bionics', 'approach', 'approach interaction', 'variation model', 'variation', 'values couplings', 'behaviour minimal', 'behaviour regular', 'bionics approach', 'coupling constants', 'bionics inspired', 'using recently', 'using ideas', 'chemotaxis', 'chemotaxis study', 'combination', 'combination herding', 'constants', 'constants times', 'coupling', 'interaction', 'intermediate', 'strength', 'shortest', 'study simple', 'study', 'proper', 'proper combination', 'recently', 'recently introduced', 'regular', 'regular panic', 'room', 'room doors', 'shortest way', 'present', 'shown', 'shown variation', 'simple', 'simple situation', 'simulation', 'simulation evacuation', 'simulations', 'simulations evacuation', 'situation', 'situation evacuation', 'present simulations', 'pedestrians using', 'intermediate values', 'model parameters', 'introduced', 'introduced cellular', 'knowledge', 'knowledge shortest', 'large', 'large room', 'minimal', 'minimal evacuation', 'way', 'model applies', 'times intermediate', 'pedestrians', 'monotonic', 'monotonic dependence', 'non', 'non monotonic', 'panic', 'panic non', 'parameters', 'parameters allows', 'times depend', 'times coupling', 'way exit']",0.032520325203252036,0.8,0.06250000000000001,5,123
"['power electronics', 'simulation challenges', 'simulation technologies']","['simulation', 'power', 'appropriate', 'inherent requirements', 'inherent', 'great insight', 'great', 'insight', 'maintain', 'explores', 'environment authors', 'environment', 'engineers maintain', 'engineers', 'energy utilities', 'energy', 'explores inherent', 'electronics spark', 'electronics', 'dynamics', 'discusses changes', 'discusses', 'changing environment', 'changing', 'changes taken', 'changes', 'challenges article', 'challenges', 'authors energy', 'authors', 'article discusses', 'article', 'appropriate tools', 'insight dynamics', 'utilities realizing', 'maintain great', 'utilities', 'train sustain', 'train', 'tools train', 'tools', 'technologies order', 'technologies', 'taken place', 'taken', 'systems explores', 'systems', 'sustain engineers', 'sustain', 'spark new', 'spark', 'simulation technologies', 'simulation challenges', 'requirements simulation', 'requirements', 'realizing appropriate', 'realizing', 'rapidly changing', 'rapidly', 'power systems', 'power electronics', 'place power', 'place', 'order rapidly', 'order', 'new simulation', 'new']",0.04477611940298507,1.0,0.08571428571428572,3,67
"['programmers', 'worms', 'trojan horses']","['software', 'viruses', 'av', 'av software', 'virus', 'trojan', 'trojan horses', 'horses', '000', 'detect', 'deploys firewall', 'detect trojan', 'detects', 'deploys', 'detects viruses', 'does', 'deployed anti', 'deployed', 'does mcafee', 'example', 'example goes', 'fast', 'fast years', 'data', 'good', 'horses deploys', 'hopefully deployed', 'hopefully', 'hackers like', 'hackers', 'good news', 'goes detects', 'filter', 'goes', 'general protect', 'general', 'firewall filter', 'firewall', 'filter data', 'data packets', 'control', 'count produced', 'count', '000 viruses', '60', '60 000', 'access', 'access internet', 'activate', 'activate rule', 'ago', 'ago true', 'ahead', 'ahead baddies', 'anti', 'anti virus', 'applications', 'applications general', 'appreciate', 'appreciate need', 'army', 'army notch', 'attempts', 'attempts does', 'baddies', 'baddies count', 'came', 'came job', 'come', 'come long', 'hunting', 'control access', 'horses similar', 'years ago', 'hunting appreciate', 'true write', 'sets specific', 'similar', 'similar intrusion', 'software come', 'software detect', 'software good', 'software use', 'specific', 'specific applications', 'stay', 'stay ahead', 'thought', 'thought came', 'true', 'trying', 'scenes army', 'trying stay', 'use', 'use little', 'virus hunting', 'virus software', 'viruses worms', 'virusscan', 'virusscan example', 'way', 'way fast', 'worms', 'worms trojan', 'write', 'write av', 'sets', 'scenes', 'internet', 'need hopefully', 'years', 'intrusion', 'intrusion attempts', 'job', 'job scenes', 'like', 'like software', 'little', 'little thought', 'long', 'long way', 'mcafee', 'mcafee virusscan', 'need', 'news', 'rule sets', 'news av', 'notch', 'notch programmers', 'packets', 'packets control', 'produced', 'produced 60', 'programmers', 'programmers trying', 'protect', 'protect hackers', 'resources', 'resources activate', 'rule', 'internet resources']",0.02127659574468085,1.0,0.04166666666666667,3,141
"['web based relationship marketing', 'hotel industry', 'world wide web marketing', 'hotel web sites', 'multimedia', 'web content survey', 'global electronic market']","['web', 'marketing', 'hotel', 'rrb', 'hotels', 'lrb', 'study', 'means', 'industry', 'use', 'web sites', 'new', 'content', 'relationships', 'lrb rrb', 'development', 'hotel industry', 'sites', 'evidence', 'web marketing', 'way', 'model', 'use web', 'multimedia', 'marketing hotel', 'hotel web', 'relationship', 'using', 'strategic', 'way hotels', 'analysis', 'web based', 'content analysis', 'paper', 'relationship marketing', 'based', '1996', 'hotels aware', 'hotels build', 'exploring developments', 'information', 'exploring', 'exploitation internet', 'exploitation', 'information channel', 'evidence web', 'evidence means', 'evidence adoption', 'instrument', 'electronic market', 'electronic', 'different types', 'different', 'instrument allow', 'developments web', 'developments', 'interactive', 'interactive means', 'industry use', 'follow', 'follow case', 'indicate', 'hotels development', 'development web', 'hotels study', 'hotels using', 'identify', 'historical perspective', 'historical', 'identify key', 'global electronic', 'industry related', 'global', 'indicate hotels', 'gilbert lrb', 'industry lack', 'gilbert', 'framework offered', 'framework', 'industry paper', 'hotel products', 'descriptive study', 'development strategic', 'applications', 'basis', 'based relationship', 'based marketing', 'aware new', 'aware', 'authors collected', 'authors', 'attempts resolve', 'attempts', 'approach hotels', 'approach', 'applications paper', 'application world', 'build', 'application', 'analysis study', 'analysis current', 'allow content', 'allow', 'aims lrb', 'aims', 'adoption relationship', 'adoption', 'addition strategic', 'addition', '1996 rrb', 'basis marketing', 'build create', 'development hotel', 'create relationships', 'developing measurement', 'developing', 'develop different', 'develop', 'internet transformed', 'descriptive', 'delivering multimedia', 'delivering', 'current approach', 'current', 'created managed', 'created', 'create', 'case', 'content survey', 'communication addition', 'communication', 'collected evidence', 'collected', 'channel interactive', 'channel', 'changing use', 'changing', 'changes way', 'changes', 'case study', 'internet', 'year follow', 'investigate', 'specifically', 'survey study', 'survey', 'study way', 'study utilizes', 'study reveals', 'study changing', 'study application', 'strategy development', 'strategy', 'strategic framework', 'strategic exploitation', 'specifically aims', 'sophisticated ways', 'investigate use', 'sophisticated', 'sites use', 'sites results', 'sites development', 'rrb model', 'rrb means', 'rrb look', 'rrb investigate', 'rrb identify', 'rm rrb', 'rm', 'reveals way', 'technologies', 'technologies lrb', 'technology', 'technology promoting', 'world wide', 'world', 'wide web', 'wide', 'web technology', 'web presence', 'web lrb', 'web develop', 'web content', 'ways', 'way relationships', 'utilizes model', 'utilizes', 'using web', 'using evidence', 'uses web', 'uses', 'use new', 'use multimedia', 'types relationships', 'types', 'transformed basis', 'transformed', 'tool authors', 'tool', 'reveals', 'results indicate', 'results', 'model strategy', 'mechanism orientation', 'mechanism', 'measurement instrument', 'measurement', 'means mechanism', 'means developing', 'means descriptive', 'means communication', 'marketing using', 'marketing tool', 'marketing lrb', 'marketing hotels', 'marketing applications', 'market new', 'market', 'managed hotel', 'year', 'lrb rm', 'lrb 1996', 'look evidence', 'look', 'lack historical', 'lack', 'key changes', 'key', 'model gilbert', 'multimedia hotel', 'resolve year', 'multimedia information', 'resolve', 'relationships web', 'relationships specifically', 'relationships created', 'related web', 'related', 'provides content', 'provides', 'promoting hotel', 'promoting', 'products global', 'products', 'presence delivering', 'presence', 'perspective industry', 'perspective', 'paper provides', 'paper attempts', 'orientation web', 'orientation', 'offered means', 'offered', 'new uses', 'new technologies', 'new sophisticated', 'managed']",0.007751937984496124,0.2857142857142857,0.01509433962264151,7,258
"['graphic approach', 'observer decomposition', 'sparse system models', 'measurement models', 'independent subsets', 'online computation load', 'detectable subsystems']","['observer', 'sub', 'observers', 'models', 'output', 'output injection', 'injection', 'inputs', 'injection observers', 'injection observer', 'independent', 'independent subsets', 'line', 'identifying detectable', 'identifying', 'help visual', 'help', 'inputs outputs', 'work properly', 'line computation', 'load', 'graphic approach', 'measurement', 'measurement models', 'models measurement', 'models number', 'number', 'number independent', 'observer decomposition', 'observer really', 'load output', 'graphic', 'effective relieving', 'effective', 'accordingly replace', 'aid', 'aid smaller', 'appended', 'appended states', 'approach', 'approach observer', 'based', 'based proposition', 'computation', 'computation load', 'consistent', 'consistent systematic', 'constructed', 'constructed accordingly', 'corresponding', 'corresponding output', 'decomposition', 'decomposition based', 'detectable', 'detectable sub', 'developed', 'developed work', 'divide', 'divide set', 'observer reduced', 'observers identifying', 'observers constructed', 'set sparse', 'shown quite', 'simple', 'simple graphic', 'size', 'size sub', 'smaller', 'smaller sub', 'sparse', 'sparse models', 'states', 'states techniques', 'strategically', 'strategically selecting', 'sub observer', 'sub observers', 'sub systems', 'subsets', 'subsets help', 'systematic', 'systematic procedure', 'systems', 'techniques', 'techniques shown', 'visual', 'visual aid', 'shown', 'set', 'work', 'selecting appended', 'original', 'original size', 'outputs', 'outputs physical', 'physical', 'physical corresponding', 'procedure', 'procedure developed', 'properly', 'properly divide', 'proposition', 'proposition roles', 'quite', 'quite effective', 'really', 'really consistent', 'reduced', 'reduced strategically', 'relieving', 'relieving line', 'replace', 'replace original', 'roles', 'roles inputs', 'selecting', 'accordingly']",0.03389830508474576,0.5714285714285714,0.06399999999999999,7,118
